name,sat,effectPathNum,hub,authority,pagerank,PS,OS,hubDis,autDis,prDis,disData,disCtrl,disAST,disCFG,typeOperator,typeStatement,typeReturn,PAR,LOC,depNestBlock,ReachC,NeceC,InfoEntropy,weight,op
AORB_14,sat,5,0.0038250457,0.30924812,0.07353059,0.6923077,0.7195122,0.0,0.0,0.0,5.452922466897547E-7,2.3554185216712042E-6,1.2700573810420224E-6,3.0490314735232005E-6,AORB,expression,int,5,46,3,8,5,0.75,Kill,non
AORB_15,sat,5,0.0038250457,0.30924812,0.07353059,0.6923077,0.7195122,0.0,0.0,0.0,5.45293584730544E-7,2.3554434885886266E-6,1.2700646397911797E-6,3.049073309835393E-6,AORB,expression,int,5,46,3,8,5,0.75,Kill,non
AORB_16,sat,5,0.0038250457,0.30924812,0.07353059,0.6923077,0.7195122,0.0,0.0,0.0,5.439824146691308E-7,2.34150793632093E-6,1.261688366449576E-6,3.0345744060911173E-6,AORB,expression,int,5,46,3,8,5,0.75,Kill,non
AORB_17,sat,2,0.004246311,0.8636603,0.24233602,0.8148148,0.7195122,0.0,0.0,0.0,5.440099515308106E-7,2.341889934753816E-6,1.2618478111292575E-6,3.0350807144197134E-6,AORB,expression,int,5,46,3,7,3,0.75,Kill,non
AORB_18,sat,2,0.004246311,0.8636603,0.24233602,0.8148148,0.7195122,0.0,0.0,0.0,5.441705430708765E-7,2.3441214282993172E-6,1.262796669010413E-6,3.0379828721560642E-6,AORB,expression,int,5,46,3,7,3,0.75,Kill,non
AORB_19,sat,2,0.004246311,0.8636603,0.24233602,0.8148148,0.7195122,0.0,0.0,0.0,5.44091585785722E-7,2.3430306728133843E-6,1.26232950448113E-6,3.036573671399978E-6,AORB,expression,int,5,46,3,7,3,0.75,Kill,non
AORB_20,sat,2,0.004246311,0.8636603,0.24233602,0.8148148,0.7195122,0.0,0.0,0.0,5.441445214415808E-7,2.343763396583931E-6,1.2626425617279224E-6,3.0375224444600946E-6,AORB,expression,int,5,46,3,7,3,0.75,Kill,non
AORB_21,sat,2,0.004246311,0.8636603,0.24233602,0.8148148,0.7195122,0.0,0.0,0.0,5.452946254536073E-7,2.3554629063893273E-6,1.2700702854973045E-6,3.0491058481407762E-6,AORB,expression,int,5,46,3,7,3,0.75,Kill,non
AORB_22,sat,2,0.004246311,0.8636603,0.24233602,0.8148148,0.7195122,0.0,0.0,0.0,5.452946254536073E-7,2.3554629072775057E-6,1.2700702856083268E-6,3.049105849473044E-6,AORB,expression,int,5,46,3,7,3,0.75,Kill,non
AORB_23,sat,2,0.004246311,0.8636603,0.24233602,0.8148148,0.7195122,0.0,0.0,0.0,5.452959634943966E-7,2.355487874527995E-6,1.2700775444685064E-6,3.0491476870064815E-6,AORB,expression,int,5,46,3,7,3,0.75,Kill,non
AORB_24,sat,2,0.004246311,0.8636603,0.24233602,0.8148148,0.7195122,0.0,0.0,0.0,5.440377128795859E-7,2.3422843211662325E-6,1.2620140874552987E-6,3.0355966011974544E-6,AORB,expression,int,5,46,3,7,3,0.75,Kill,non
AORB_25,sat,2,0.004246311,0.3156063,0.12897418,0.9166667,0.7195122,0.0,0.0,0.0,5.44091585785722E-7,2.3430306728133843E-6,1.26232950448113E-6,3.036573671399978E-6,AORB,for,int,5,46,3,7,3,0.75,Kill,non
AORB_26,sat,2,0.004246311,0.3156063,0.12897418,0.9166667,0.7195122,0.0,0.0,0.0,5.441445214415808E-7,2.343763396583931E-6,1.2626425617279224E-6,3.0375224444600946E-6,AORB,for,int,5,46,3,7,3,0.75,Kill,non
AORB_27,sat,2,0.03760709,0.06453984,1.0,0.8235294,0.7195122,0.0,0.0,0.0,5.452946254536073E-7,2.3554629063893273E-6,1.2700702854973045E-6,3.0491058481407762E-6,AORB,expression,int,5,46,3,7,2,0.75,Kill,non
AORB_28,sat,2,0.03760709,0.06453984,1.0,0.8235294,0.7195122,0.0,0.0,0.0,5.452946254536073E-7,2.3554629072775057E-6,1.2700702856083268E-6,3.049105849473044E-6,AORB,expression,int,5,46,3,7,2,0.75,Kill,non
AORB_29,sat,2,0.03760709,0.06453984,1.0,0.8235294,0.7195122,0.0,0.0,0.0,5.452959634943966E-7,2.355487874527995E-6,1.2700775444685064E-6,3.0491476870064815E-6,AORB,expression,int,5,46,3,7,2,0.75,Kill,non
AORB_30,sat,2,0.03760709,0.06453984,1.0,0.8235294,0.7195122,0.0,0.0,0.0,5.440377128795859E-7,2.3422843211662325E-6,1.2620140874552987E-6,3.0355966011974544E-6,AORB,expression,int,5,46,3,7,2,0.75,Kill,non
AORS_1,sat,5,0.024911143,0.056195945,0.1332349,1.0,0.8909091,0.0,0.0,0.0,2.175931955283872E-6,9.366082543649235E-6,5.046771451411303E-6,1.2138371705772144E-5,AORS,for,int,5,46,3,7,3,0.0,Kill,non
AODU_1,sat,2187,7.057811E-7,1.8683376E-6,0.07429101,0.5,0.7195122,0.0,0.0,0.0,2.713341274995784E-7,1.1637539996112167E-6,6.266450600644902E-7,1.5099895100956218E-6,AODU,expression,int,5,46,3,1,2,0.5,Kill,non
AODU_2,sat,729,7.057811E-7,1.8683376E-6,0.081991665,0.5,0.7195122,0.0,0.0,0.0,2.713341274995784E-7,1.1637539996112167E-6,6.266450600644902E-7,1.5099895100956218E-6,AODU,expression,int,5,46,3,1,2,0.5,Kill,non
AODU_3,sat,243,7.057811E-7,1.8683376E-6,0.09291184,0.5,0.7195122,0.0,0.0,0.0,2.713341274995784E-7,1.1637539996112167E-6,6.266450600644902E-7,1.5099895100956218E-6,AODU,expression,int,5,46,3,1,2,0.5,Kill,non
AODU_4,sat,81,7.057811E-7,1.8683376E-6,0.10914706,0.5,0.7195122,0.0,0.0,0.0,2.713341274995784E-7,1.1637539996112167E-6,6.266450600644902E-7,1.5099895100956218E-6,AODU,expression,int,5,46,3,1,2,0.5,Kill,non
AODU_5,sat,28,7.057811E-7,1.8683376E-6,0.13523413,0.5,0.7195122,0.0,0.0,0.0,2.713341274995784E-7,1.1637539996112167E-6,6.266450600644902E-7,1.5099895100956218E-6,AODU,expression,int,5,46,3,1,2,0.5,Kill,non
AOIU_1,sat,2188,0.26994878,3.0361768E-6,0.13630295,1.0,0.7195122,0.0,0.0,0.0,2.712779094693474E-7,1.1629648016819871E-6,6.263172405152062E-7,1.5089401255163892E-6,AOIU,return,int,5,46,3,1,1,0.0,Kill,non
AOIU_2,sat,730,0.23223329,3.0361768E-6,0.15031451,1.0,0.7195122,0.0,0.0,0.0,2.712779094693474E-7,1.1629648016819871E-6,6.263172405152062E-7,1.5089401255163892E-6,AOIU,return,int,5,46,3,1,1,0.0,Kill,non
AOIU_3,sat,244,0.19066387,3.0361768E-6,0.17029448,1.0,0.7195122,0.0,0.0,0.0,2.712779094693474E-7,1.1629648016819871E-6,6.263172405152062E-7,1.5089401255163892E-6,AOIU,return,int,5,46,3,1,1,0.0,Kill,non
AOIU_4,sat,82,0.14593014,3.0361768E-6,0.2000845,1.0,0.7195122,0.0,0.0,0.0,2.712779094693474E-7,1.1629648016819871E-6,6.263172405152062E-7,1.5089401255163892E-6,AOIU,return,int,5,46,3,1,1,0.0,Kill,non
AOIU_5,sat,29,0.0987743,3.0361768E-6,0.24796139,1.0,0.7195122,0.0,0.0,0.0,2.712779094693474E-7,1.1629648016819871E-6,6.263172405152062E-7,1.5089401255163892E-6,AOIU,return,int,5,46,3,1,1,0.0,Kill,non
AOIU_6,sat,26,0.21706212,1.0,0.2990336,0.94736844,0.7195122,0.0,0.0,0.0,2.712779094693474E-7,1.1629648016819871E-6,6.263172405152062E-7,1.5089401255163892E-6,AOIU,if,int,5,46,3,6,3,0.0,Kill,non
AOIU_7,sat,26,0.21706212,1.0,0.2990336,0.94736844,0.7195122,0.0,0.0,0.0,2.712779094693474E-7,1.1629648016819871E-6,6.263172405152062E-7,1.5089401255163892E-6,AOIU,if,int,5,46,3,6,3,0.0,Kill,non
AOIU_8,sat,1,0.03336078,0.56324714,0.075251006,0.7222222,0.7195122,0.0,0.0,0.0,2.712779094693474E-7,1.1629648016819871E-6,6.263172405152062E-7,1.5089401255163892E-6,AOIU,expression,int,5,46,3,6,2,0.0,Kill,non
AOIU_9,sat,5,0.0038250457,0.30924812,0.07353059,0.84615386,0.7195122,0.0,0.0,0.0,2.712779094693474E-7,1.1629648016819871E-6,6.263172405152062E-7,1.5089401255163892E-6,AOIU,expression,int,5,46,3,8,5,0.0,Alive,non
AOIU_10,sat,5,0.0038250457,0.30924812,0.07353059,0.84615386,0.7195122,0.0,0.0,0.0,2.712779094693474E-7,1.1629648016819871E-6,6.263172405152062E-7,1.5089401255163892E-6,AOIU,expression,int,5,46,3,8,5,0.0,Alive,non
AOIU_11,sat,5,0.0038250457,0.30924812,0.07353059,0.6923077,0.7195122,0.0,0.0,0.0,2.712779094693474E-7,1.1629648016819871E-6,6.263172405152062E-7,1.5089401255163892E-6,AOIU,expression,int,5,46,3,8,5,0.0,Alive,non
AOIU_12,sat,2,0.004246311,0.8636603,0.24233602,0.8148148,0.7195122,0.0,0.0,0.0,2.712779094693474E-7,1.1629648016819871E-6,6.263172405152062E-7,1.5089401255163892E-6,AOIU,expression,int,5,46,3,7,3,0.0,Kill,non
AOIU_13,sat,2,0.004246311,0.3156063,0.12897418,0.9166667,0.7195122,0.0,0.0,0.0,2.712779094693474E-7,1.1629648016819871E-6,6.263172405152062E-7,1.5089401255163892E-6,AOIU,for,int,5,46,3,7,3,0.0,Kill,non
AOIU_14,sat,2,0.004246311,0.3156063,0.12897418,0.9166667,0.7195122,0.0,0.0,0.0,2.712779094693474E-7,1.1629648016819871E-6,6.263172405152062E-7,1.5089401255163892E-6,AOIU,for,int,5,46,3,7,3,0.0,Kill,non
AOIU_15,sat,2,0.03760709,0.06453984,1.0,0.8235294,0.7195122,0.0,0.0,0.0,2.712779094693474E-7,1.1629648016819871E-6,6.263172405152062E-7,1.5089401255163892E-6,AOIU,expression,int,5,46,3,7,2,0.0,Kill,non
AOIU_16,sat,2,0.0,0.5100422,0.7827647,1.0,0.7195122,0.0,0.0,0.0,2.712779094693474E-7,1.1629648016819871E-6,6.263172405152062E-7,1.5089401255163892E-6,AOIU,return,int,5,46,3,5,1,0.0,Kill,non
AOIS_1,sat,4402,1.1390307E-6,0.5079981,0.054800563,0.6969697,0.8909091,0.15651418,0.5084221,0.04350912,1.1602884506078937E-5,4.710437591315397E-6,2.539998623207751E-6,6.097393599691081E-6,AOIS,if,int,5,46,3,1,2,0.0,Kill,non
AOIS_2,sat,4402,1.1390307E-6,0.5079981,0.054800563,0.6969697,0.8909091,0.15651418,0.5084221,0.04350912,1.2012977736231001E-5,4.65025768703331E-6,2.5046066525202804E-6,6.033622418577522E-6,AOIS,if,int,5,46,3,1,2,0.0,Kill,non
AOIS_3,sat,4402,1.1390307E-6,0.5079981,0.054800563,0.6969697,0.8909091,0.15651418,0.5084221,0.04350912,5.998100076176627E-6,4.710437591315397E-6,2.539998623207751E-6,6.097393599691081E-6,AOIS,if,int,5,46,3,1,2,0.0,Kill,non
AOIS_4,sat,4402,1.1390307E-6,0.5079981,0.054800563,0.6969697,0.8909091,0.15651418,0.5084221,0.04350912,5.995103269929025E-6,4.65025768703331E-6,2.5046066525202804E-6,6.033622418577522E-6,AOIS,if,int,5,46,3,1,2,0.0,Kill,non
AOIS_5,sat,4402,1.1390307E-6,0.5079981,0.054800563,0.6969697,0.8909091,0.15651418,0.5084221,0.04350912,1.1602884506078937E-5,4.710437591315397E-6,2.539998623207751E-6,6.097393599691081E-6,AOIS,if,int,5,46,3,1,2,0.0,Kill,non
AOIS_6,sat,4402,1.1390307E-6,0.5079981,0.054800563,0.6969697,0.8909091,0.15651418,0.5084221,0.04350912,1.2012977736231001E-5,4.65025768703331E-6,2.5046066525202804E-6,6.033622418577522E-6,AOIS,if,int,5,46,3,1,2,0.0,Kill,non
AOIS_7,sat,28,1.1390307E-6,0.5079981,0.054800563,0.6969697,0.8909091,0.15651418,0.5084221,0.04350912,5.998100076176627E-6,4.710437591315397E-6,2.539998623207751E-6,6.097393599691081E-6,AOIS,if,int,5,46,3,6,4,0.0,Kill,non
AOIS_8,sat,28,1.1390307E-6,0.5079981,0.054800563,0.6969697,0.8909091,0.15651418,0.5084221,0.04350912,5.995103269929025E-6,4.65025768703331E-6,2.5046066525202804E-6,6.033622418577522E-6,AOIS,if,int,5,46,3,6,4,0.0,Kill,non
AOIS_9,sat,1484,1.1390307E-6,0.5765255,0.07367442,0.6969697,0.8909091,0.07411934,0.40183985,0.0507054,1.0728718397468029E-5,4.710437591315397E-6,2.539998623207751E-6,6.097393599691081E-6,AOIS,if,int,5,46,3,2,2,0.0,Kill,non
AOIS_10,sat,1484,1.1390307E-6,0.5765255,0.07367442,0.6969697,0.8909091,0.07411934,0.40183985,0.0507054,1.1157782311754794E-5,4.65025768703331E-6,2.5046066525202804E-6,6.033622418577522E-6,AOIS,if,int,5,46,3,2,2,0.0,Kill,non
AOIS_11,sat,1484,1.1390307E-6,0.5765255,0.07367442,0.6969697,0.8909091,0.07411934,0.40183985,0.0507054,3.266298329696049E-6,4.710437591315397E-6,2.539998623207751E-6,6.097393599691081E-6,AOIS,if,int,5,46,3,2,2,0.0,Kill,non
AOIS_12,sat,1484,1.1390307E-6,0.5765255,0.07367442,0.6969697,0.8909091,0.07411934,0.40183985,0.0507054,3.2717588316355517E-6,4.65025768703331E-6,2.5046066525202804E-6,6.033622418577522E-6,AOIS,if,int,5,46,3,2,2,0.0,Kill,non
AOIS_13,sat,1484,1.1390307E-6,0.5765255,0.07367442,0.6969697,0.8909091,0.07411934,0.40183985,0.0507054,1.0728718397468029E-5,4.710437591315397E-6,2.539998623207751E-6,6.097393599691081E-6,AOIS,if,int,5,46,3,2,2,0.0,Kill,non
AOIS_14,sat,1484,1.1390307E-6,0.5765255,0.07367442,0.6969697,0.8909091,0.07411934,0.40183985,0.0507054,1.1157782311754794E-5,4.65025768703331E-6,2.5046066525202804E-6,6.033622418577522E-6,AOIS,if,int,5,46,3,2,2,0.0,Kill,non
AOIS_15,sat,26,1.1390307E-6,0.5765255,0.07367442,0.6969697,0.8909091,0.07411934,0.40183985,0.0507054,3.266298329696049E-6,4.710437591315397E-6,2.539998623207751E-6,6.097393599691081E-6,AOIS,if,int,5,46,3,6,4,0.0,Kill,non
AOIS_16,sat,26,1.1390307E-6,0.5765255,0.07367442,0.6969697,0.8909091,0.07411934,0.40183985,0.0507054,3.2717588316355517E-6,4.65025768703331E-6,2.5046066525202804E-6,6.033622418577522E-6,AOIS,if,int,5,46,3,6,4,0.0,Kill,non
AOIS_17,sat,488,1.1390307E-6,0.63547826,0.09902521,0.6363636,0.8909091,0.11392633,0.37634143,0.06301949,1.39214445806779E-5,4.710437591315397E-6,2.539998623207751E-6,6.097393599691081E-6,AOIS,if,int,5,46,3,3,2,0.0,Kill,non
AOIS_18,sat,488,1.1390307E-6,0.63547826,0.09902521,0.6363636,0.8909091,0.11392633,0.37634143,0.06301949,1.4288160294473329E-5,4.65025768703331E-6,2.5046066525202804E-6,6.033622418577522E-6,AOIS,if,int,5,46,3,3,2,0.0,Kill,non
AOIS_19,sat,488,1.1390307E-6,0.63547826,0.09902521,0.6363636,0.8909091,0.11392633,0.37634143,0.06301949,2.1695330970628035E-6,4.710437591315397E-6,2.539998623207751E-6,6.097393599691081E-6,AOIS,if,int,5,46,3,3,2,0.0,Kill,non
AOIS_20,sat,488,1.1390307E-6,0.63547826,0.09902521,0.6363636,0.8909091,0.11392633,0.37634143,0.06301949,2.1497418389859746E-6,4.65025768703331E-6,2.5046066525202804E-6,6.033622418577522E-6,AOIS,if,int,5,46,3,3,2,0.0,Kill,non
AOIS_21,sat,488,1.1390307E-6,0.63547826,0.09902521,0.6363636,0.8909091,0.11392633,0.37634143,0.06301949,1.39214445806779E-5,4.710437591315397E-6,2.539998623207751E-6,6.097393599691081E-6,AOIS,if,int,5,46,3,3,2,0.0,Kill,non
AOIS_22,sat,488,1.1390307E-6,0.63547826,0.09902521,0.6363636,0.8909091,0.11392633,0.37634143,0.06301949,1.4288160294473329E-5,4.65025768703331E-6,2.5046066525202804E-6,6.033622418577522E-6,AOIS,if,int,5,46,3,3,2,0.0,Kill,non
AOIS_23,sat,2,1.1390307E-6,0.63547826,0.09902521,0.6363636,0.8909091,0.11392633,0.37634143,0.06301949,2.1695330970628035E-6,4.710437591315397E-6,2.539998623207751E-6,6.097393599691081E-6,AOIS,if,int,5,46,3,6,3,0.0,Kill,non
AOIS_24,sat,2,1.1390307E-6,0.63547826,0.09902521,0.6363636,0.8909091,0.11392633,0.37634143,0.06301949,2.1497418389859746E-6,4.65025768703331E-6,2.5046066525202804E-6,6.033622418577522E-6,AOIS,if,int,5,46,3,6,3,0.0,Kill,non
AOIS_25,sat,164,1.1390307E-6,0.68387896,0.13527052,0.6969697,0.8909091,0.11392633,0.37634143,0.08648397,8.23217125978104E-6,4.710437591315397E-6,2.539998623207751E-6,6.097393599691081E-6,AOIS,if,int,5,46,3,4,2,0.0,Kill,non
AOIS_26,sat,164,1.1390307E-6,0.68387896,0.13527052,0.6969697,0.8909091,0.11392633,0.37634143,0.08648397,8.625470598655482E-6,4.65025768703331E-6,2.5046066525202804E-6,6.033622418577522E-6,AOIS,if,int,5,46,3,4,2,0.0,Kill,non
AOIS_27,sat,164,1.1390307E-6,0.68387896,0.13527052,0.6969697,0.8909091,0.11392633,0.37634143,0.08648397,2.1806855279304926E-6,4.710437591315397E-6,2.539998623207751E-6,6.097393599691081E-6,AOIS,if,int,5,46,3,4,2,0.0,Kill,non
AOIS_28,sat,164,1.1390307E-6,0.68387896,0.13527052,0.6969697,0.8909091,0.11392633,0.37634143,0.08648397,2.1727662917747637E-6,4.65025768703331E-6,2.5046066525202804E-6,6.033622418577522E-6,AOIS,if,int,5,46,3,4,2,0.0,Kill,non
AOIS_29,sat,164,1.1390307E-6,0.68387896,0.13527052,0.6969697,0.8909091,0.11392633,0.37634143,0.08648397,8.23217125978104E-6,4.710437591315397E-6,2.539998623207751E-6,6.097393599691081E-6,AOIS,if,int,5,46,3,4,2,0.0,Kill,non
AOIS_30,sat,164,1.1390307E-6,0.68387896,0.13527052,0.6969697,0.8909091,0.11392633,0.37634143,0.08648397,8.625470598655482E-6,4.65025768703331E-6,2.5046066525202804E-6,6.033622418577522E-6,AOIS,if,int,5,46,3,4,2,0.0,Kill,non
AOIS_31,sat,2,1.1390307E-6,0.68387896,0.13527052,0.6969697,0.8909091,0.11392633,0.37634143,0.08648397,2.1806855279304926E-6,4.710437591315397E-6,2.539998623207751E-6,6.097393599691081E-6,AOIS,if,int,5,46,3,6,3,0.0,Kill,non
AOIS_32,sat,2,1.1390307E-6,0.68387896,0.13527052,0.6969697,0.8909091,0.11392633,0.37634143,0.08648397,2.1727662917747637E-6,4.65025768703331E-6,2.5046066525202804E-6,6.033622418577522E-6,AOIS,if,int,5,46,3,6,3,0.0,Kill,non
AOIS_33,sat,67,1.1390307E-6,0.7209248,0.19219926,0.93939394,0.8909091,0.063930534,0.46310583,0.17313184,9.904332906374158E-6,4.710437591315397E-6,2.539998623207751E-6,6.097393599691081E-6,AOIS,if,int,5,46,3,5,2,0.0,Kill,non
AOIS_34,sat,67,1.1390307E-6,0.7209248,0.19219926,0.93939394,0.8909091,0.063930534,0.46310583,0.17313184,1.0279383254374608E-5,4.65025768703331E-6,2.5046066525202804E-6,6.033622418577522E-6,AOIS,if,int,5,46,3,5,2,0.0,Kill,non
AOIS_35,sat,67,1.1390307E-6,0.7209248,0.19219926,0.93939394,0.8909091,0.063930534,0.46310583,0.17313184,3.5431708158562003E-6,4.710437591315397E-6,2.539998623207751E-6,6.097393599691081E-6,AOIS,if,int,5,46,3,5,2,0.0,Kill,non
AOIS_36,sat,67,1.1390307E-6,0.7209248,0.19219926,0.93939394,0.8909091,0.063930534,0.46310583,0.17313184,3.533432743174636E-6,4.65025768703331E-6,2.5046066525202804E-6,6.033622418577522E-6,AOIS,if,int,5,46,3,5,2,0.0,Kill,non
AOIS_37,sat,67,1.1390307E-6,0.7209248,0.19219926,0.93939394,0.8909091,0.063930534,0.46310583,0.17313184,9.904332906374158E-6,4.710437591315397E-6,2.539998623207751E-6,6.097393599691081E-6,AOIS,if,int,5,46,3,5,2,0.0,Kill,non
AOIS_38,sat,67,1.1390307E-6,0.7209248,0.19219926,0.93939394,0.8909091,0.063930534,0.46310583,0.17313184,1.0279383254374608E-5,4.65025768703331E-6,2.5046066525202804E-6,6.033622418577522E-6,AOIS,if,int,5,46,3,5,2,0.0,Kill,non
AOIS_39,sat,12,1.1390307E-6,0.7209248,0.19219926,0.93939394,0.8909091,0.063930534,0.46310583,0.17313184,3.5431708158562003E-6,4.710437591315397E-6,2.539998623207751E-6,6.097393599691081E-6,AOIS,if,int,5,46,3,8,6,0.0,Kill,non
AOIS_40,sat,12,1.1390307E-6,0.7209248,0.19219926,0.93939394,0.8909091,0.063930534,0.46310583,0.17313184,3.533432743174636E-6,4.65025768703331E-6,2.5046066525202804E-6,6.033622418577522E-6,AOIS,if,int,5,46,3,8,6,0.0,Kill,non
AOIS_41,sat,27,0.21706212,1.0,0.2990336,0.94736844,0.8909091,0.017491518,0.20416074,0.020097764,9.69310326504047E-6,4.710437591315397E-6,2.539998623207751E-6,6.097393599691081E-6,AOIS,if,int,5,46,3,6,3,0.0,Kill,non
AOIS_42,sat,27,0.21706212,1.0,0.2990336,0.94736844,0.8909091,0.017491518,0.20416074,0.020097764,1.0087765305422103E-5,4.65025768703331E-6,2.5046066525202804E-6,6.033622418577522E-6,AOIS,if,int,5,46,3,6,3,0.0,Kill,non
AOIS_43,sat,2,0.21706212,1.0,0.2990336,0.94736844,0.8909091,0.017491518,0.20416074,0.020097764,1.9073061209295972E-6,4.710437591315397E-6,2.539998623207751E-6,6.097393599691081E-6,AOIS,if,int,5,46,3,7,4,0.0,Kill,non
AOIS_44,sat,2,0.21706212,1.0,0.2990336,0.94736844,0.8909091,0.017491518,0.20416074,0.020097764,1.8976215868660162E-6,4.65025768703331E-6,2.5046066525202804E-6,6.033622418577522E-6,AOIS,if,int,5,46,3,7,4,0.0,Kill,non
AOIS_45,sat,29,0.21706212,1.0,0.2990336,0.94736844,0.8909091,0.08625464,0.25818452,0.025657838,1.1163978168804434E-5,4.710437591315397E-6,2.539998623207751E-6,6.097393599691081E-6,AOIS,if,int,5,46,3,6,3,0.0,Kill,non
AOIS_46,sat,29,0.21706212,1.0,0.2990336,0.94736844,0.8909091,0.08625464,0.25818452,0.025657838,1.155255355034246E-5,4.65025768703331E-6,2.5046066525202804E-6,6.033622418577522E-6,AOIS,if,int,5,46,3,6,3,0.0,Kill,non
AOIS_47,sat,4,0.21706212,1.0,0.2990336,0.94736844,0.8909091,0.08625464,0.25818452,0.025657838,4.357875581728621E-6,4.710437591315397E-6,2.539998623207751E-6,6.097393599691081E-6,AOIS,if,int,5,46,3,7,4,0.0,Kill,non
AOIS_48,sat,4,0.21706212,1.0,0.2990336,0.94736844,0.8909091,0.08625464,0.25818452,0.025657838,4.343751778934646E-6,4.65025768703331E-6,2.5046066525202804E-6,6.033622418577522E-6,AOIS,if,int,5,46,3,7,4,0.0,Kill,non
AOIS_49,sat,1,0.03336078,0.56324714,0.075251006,0.7222222,0.8909091,0.0,0.0,0.0,6.19387101241653E-6,4.710437591315397E-6,2.539998623207751E-6,6.097393599691081E-6,AOIS,expression,int,5,46,3,6,2,0.0,Kill,non
AOIS_50,sat,1,0.03336078,0.56324714,0.075251006,0.7222222,0.8909091,0.0,0.0,0.0,6.589166067771934E-6,4.65025768703331E-6,2.5046066525202804E-6,6.033622418577522E-6,AOIS,expression,int,5,46,3,6,2,0.0,Kill,non
AOIS_51,sat,0,0.03336078,0.56324714,0.075251006,0.7222222,0.8909091,0.0,0.0,0.0,1.0905630846158587E-6,4.710437591315397E-6,2.539998623207751E-6,6.097393599691081E-6,AOIS,expression,int,5,46,3,-1,-1,0.0,Alive,equ
AOIS_52,sat,0,0.03336078,0.56324714,0.075251006,0.7222222,0.8909091,0.0,0.0,0.0,1.0849979038551893E-6,4.65025768703331E-6,2.5046066525202804E-6,6.033622418577522E-6,AOIS,expression,int,5,46,3,-1,-1,0.0,Alive,equ
